"UserName","Description","DelayedAutoStart","BinaryPathName","StartupType","Name","RequiredServices","CanPauseAndContinue","CanShutdown","CanStop","DisplayName","DependentServices","MachineName","ServiceName","ServicesDependedOn","StartType","ServiceHandle","Status","ServiceType","Site","Container"
"LocalSystem","Adobe Acrobat Updater keeps your Adobe software up to date.","False","""C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\armsvc.exe""","Automatic","AdobeARMservice","System.ServiceProcess.ServiceController[]","False","False","True","Adobe Acrobat Update Service","System.ServiceProcess.ServiceController[]",".","AdobeARMservice","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"LocalSystem",,"False","""C:\Program Files (x86)\Common Files\Adobe\Adobe Desktop Common\ElevationManager\AdobeUpdateService.exe""","Automatic","AdobeUpdateService","System.ServiceProcess.ServiceController[]","False","False","True","AdobeUpdateService","System.ServiceProcess.ServiceController[]",".","AdobeUpdateService","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"LocalSystem","Adobe Genuine Monitor Service","False","""C:\Program Files (x86)\Common Files\Adobe\AdobeGCClient\AGMService.exe""","Automatic","AGMService","System.ServiceProcess.ServiceController[]","False","True","True","Adobe Genuine Monitor Service","System.ServiceProcess.ServiceController[]",".","AGMService","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"LocalSystem","Adobe Genuine Software Integrity Service","False","""C:\Program Files (x86)\Common Files\Adobe\AdobeGCClient\AGSService.exe""","Automatic","AGSService","System.ServiceProcess.ServiceController[]","False","True","True","Adobe Genuine Software Integrity Service","System.ServiceProcess.ServiceController[]",".","AGSService","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"LocalSystem","Facilitates the running of interactive applications with additional administrative privileges.  If this service is stopped, users will be unable to launch applications with the additional administrative privileges they may require to perform desired user tasks.","False","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Manual","Appinfo","System.ServiceProcess.ServiceController[]","False","False","True","Application Information","System.ServiceProcess.ServiceController[]",".","Appinfo","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Provides the interface to Apple mobile devices.","False","""C:\Program Files\Common Files\Apple\Mobile Device Support\AppleMobileDeviceService.exe""","Automatic","Apple Mobile Device Service","System.ServiceProcess.ServiceController[]","False","False","True","Apple Mobile Device Service","System.ServiceProcess.ServiceController[]",".","Apple Mobile Device Service","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"LocalSystem","Processes installation, removal, and enumeration requests for software deployed through Group Policy. If the service is disabled, users will be unable to install, remove, or enumerate software deployed through Group Policy. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Manual","AppMgmt","System.ServiceProcess.ServiceController[]","False","False","True","Application Management","System.ServiceProcess.ServiceController[]",".","AppMgmt","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","ASUS Com Service Description","False","""C:\Program Files (x86)\ASUS\AXSP\4.00.38\atkexComSvc.exe""","Automatic","asComSvc","System.ServiceProcess.ServiceController[]","False","False","True","ASUS Com Service","System.ServiceProcess.ServiceController[]",".","asComSvc","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"LocalSystem",,"False","C:\Program Files (x86)\ASUS\AsSysCtrlService\1.00.22\AsSysCtrlService.exe","Automatic","AsSysCtrlService","System.ServiceProcess.ServiceController[]","False","True","True","ASUS System Control Service","System.ServiceProcess.ServiceController[]",".","AsSysCtrlService","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"LocalSystem",,"False","C:\WINDOWS\System32\AsusUpdateCheck.exe","Automatic","AsusUpdateCheck","System.ServiceProcess.ServiceController[]","False","True","True","AsusUpdateCheck","System.ServiceProcess.ServiceController[]",".","AsusUpdateCheck","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"LocalSystem","Manages audio devices for the Windows Audio service.  If this service is stopped, audio devices and effects will not function properly.  If this service is disabled, any services that explicitly depend on it will fail to start","False","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Automatic","AudioEndpointBuilder","System.ServiceProcess.ServiceController[]","False","False","True","Windows Audio Endpoint Builder","System.ServiceProcess.ServiceController[]",".","AudioEndpointBuilder","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\LocalService","Manages audio for Windows-based programs.  If this service is stopped, audio devices and effects will not function properly.  If this service is disabled, any services that explicitly depend on it will fail to start","False","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p","Automatic","Audiosrv","System.ServiceProcess.ServiceController[]","False","False","True","Windows Audio","System.ServiceProcess.ServiceController[]",".","Audiosrv","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"NT AUTHORITY\LocalService","The Base Filtering Engine (BFE) is a service that manages firewall and Internet Protocol security (IPsec) policies and implements user mode filtering. Stopping or disabling the BFE service will significantly reduce the security of the system. It will also result in unpredictable behavior in IPsec management and firewall applications.","False","C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p","Automatic","BFE","System.ServiceProcess.ServiceController[]","False","False","True","Base Filtering Engine","System.ServiceProcess.ServiceController[]",".","BFE","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32ShareProcess",,
"LocalSystem","Windows infrastructure service that controls which background tasks can run on the system.","False","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p","Automatic","BrokerInfrastructure","System.ServiceProcess.ServiceController[]","False","False","False","Background Tasks Infrastructure Service","System.ServiceProcess.ServiceController[]",".","BrokerInfrastructure","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32ShareProcess",,
"NT AUTHORITY\LocalService","Service supporting the audio gateway role of the Bluetooth Handsfree Profile.","False","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted","Manual","BTAGService","System.ServiceProcess.ServiceController[]","False","False","True","Bluetooth Audio Gateway Service","System.ServiceProcess.ServiceController[]",".","BTAGService","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\LocalService","This is Audio Video Control Transport Protocol service","False","C:\WINDOWS\system32\svchost.exe -k LocalService -p","Manual","BthAvctpSvc","System.ServiceProcess.ServiceController[]","False","False","True","AVCTP service","System.ServiceProcess.ServiceController[]",".","BthAvctpSvc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\LocalService","The Bluetooth service supports discovery and association of remote Bluetooth devices.  Stopping or disabling this service may cause already installed Bluetooth devices to fail to operate properly and prevent new devices from being discovered or associated.","False","C:\WINDOWS\system32\svchost.exe -k LocalService -p","Manual","bthserv","System.ServiceProcess.ServiceController[]","False","True","True","Bluetooth Support Service","System.ServiceProcess.ServiceController[]",".","bthserv","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Provides communication services to the NZXT CAM components.","False","""C:\Program Files\NZXT CAM\resources\app.asar.unpacked\node_modules\@nzxt\rust-cam\dist\target\x86_64-pc-windows-msvc\release\service.exe""","Automatic","CAMService","System.ServiceProcess.ServiceController[]","False","False","True","CAM Service","System.ServiceProcess.ServiceController[]",".","CAMService","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"LocalSystem","Provides facilities for managing UWP apps access to app capabilities as well as checking an app's access to specific app capabilities","False","C:\WINDOWS\system32\svchost.exe -k osprivacy -p","Manual","camsvc","System.ServiceProcess.ServiceController[]","False","True","True","Capability Access Manager Service","System.ServiceProcess.ServiceController[]",".","camsvc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"","Enables optional screen capture functionality for applications that call the Windows.Graphics.Capture API.","False","C:\WINDOWS\system32\svchost.exe -k LocalService -p","Manual","CaptureService_1041c6","System.ServiceProcess.ServiceController[]","False","False","True","CaptureService_1041c6","System.ServiceProcess.ServiceController[]",".","CaptureService_1041c6","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","240",,
"","This user service is used for Clipboard scenarios","True","C:\WINDOWS\system32\svchost.exe -k ClipboardSvcGroup -p","AutomaticDelayedStart","cbdhsvc_1041c6","System.ServiceProcess.ServiceController[]","False","False","True","cbdhsvc_1041c6","System.ServiceProcess.ServiceController[]",".","cbdhsvc_1041c6","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","240",,
"NT AUTHORITY\LocalService","This service is used for Connected Devices Platform scenarios","True","C:\WINDOWS\system32\svchost.exe -k LocalService -p","AutomaticDelayedStart","CDPSvc","System.ServiceProcess.ServiceController[]","False","False","True","Connected Devices Platform Service","System.ServiceProcess.ServiceController[]",".","CDPSvc","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"","This user service is used for Connected Devices Platform scenarios","False","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup","Automatic","CDPUserSvc_1041c6","System.ServiceProcess.ServiceController[]","False","False","True","CDPUserSvc_1041c6","System.ServiceProcess.ServiceController[]",".","CDPUserSvc_1041c6","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","240",,
"LocalSystem","This service enables incoming connections from Chrome Remote Desktop clients.","False","""C:\Program Files (x86)\Google\Chrome Remote Desktop\99.0.4844.11\remoting_host.exe"" --type=daemon --host-config=""C:\ProgramData\Google\Chrome Remote Desktop\host.json""","Automatic","chromoting","System.ServiceProcess.ServiceController[]","False","True","True","Chrome Remote Desktop Service","System.ServiceProcess.ServiceController[]",".","chromoting","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"NT AUTHORITY\LocalService","Manages communication between system components.","False","C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetwork -p","Automatic","CoreMessagingRegistrar","System.ServiceProcess.ServiceController[]","False","False","False","CoreMessaging","System.ServiceProcess.ServiceController[]",".","CoreMessagingRegistrar","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32ShareProcess",,
"NT Authority\NetworkService","Provides three management services: Catalog Database Service, which confirms the signatures of Windows files and allows new programs to be installed; Protected Root Service, which adds and removes Trusted Root Certification Authority certificates from this computer; and Automatic Root Certificate Update Service, which retrieves root certificates from Windows Update and enable scenarios such as SSL. If this service is stopped, these management services will not function properly. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\WINDOWS\system32\svchost.exe -k NetworkService -p","Automatic","CryptSvc","System.ServiceProcess.ServiceController[]","False","True","True","Cryptographic Services","System.ServiceProcess.ServiceController[]",".","CryptSvc","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"LocalSystem","The DCOMLAUNCH service launches COM and DCOM servers in response to object activation requests. If this service is stopped or disabled, programs using COM or DCOM will not function properly. It is strongly recommended that you have the DCOMLAUNCH service running.","False","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p","Automatic","DcomLaunch","System.ServiceProcess.ServiceController[]","False","False","False","DCOM Server Process Launcher","System.ServiceProcess.ServiceController[]",".","DcomLaunch","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32ShareProcess",,
"LocalSystem","Enables pairing between the system and wired or wireless devices.","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","DeviceAssociationService","System.ServiceProcess.ServiceController[]","False","True","True","Device Association Service","System.ServiceProcess.ServiceController[]",".","DeviceAssociationService","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Enables a computer to recognize and adapt to hardware changes with little or no user input. Stopping or disabling this service will result in system instability.","False","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p","Manual","DeviceInstall","System.ServiceProcess.ServiceController[]","False","False","True","Device Install Service","System.ServiceProcess.ServiceController[]",".","DeviceInstall","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"","Allows ConnectUX and PC Settings to Connect and Pair with WiFi displays and Bluetooth devices.","False","C:\WINDOWS\system32\svchost.exe -k DevicesFlow","Manual","DevicesFlowUserSvc_1041c6","System.ServiceProcess.ServiceController[]","False","False","True","DevicesFlowUserSvc_1041c6","System.ServiceProcess.ServiceController[]",".","DevicesFlowUserSvc_1041c6","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","240",,
"NT Authority\LocalService","Registers and updates IP addresses and DNS records for this computer. If this service is stopped, this computer will not receive dynamic IP addresses and DNS updates. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p","Automatic","Dhcp","System.ServiceProcess.ServiceController[]","False","True","True","DHCP Client","System.ServiceProcess.ServiceController[]",".","Dhcp","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","The Connected User Experiences and Telemetry service enables features that support in-application and connected user experiences. Additionally, this service manages the event driven collection and transmission of diagnostic and usage information (used to improve the experience and quality of the Windows Platform) when the diagnostics and usage privacy option settings are enabled under Feedback and Diagnostics.","False","C:\WINDOWS\System32\svchost.exe -k utcsvc -p","Automatic","DiagTrack","System.ServiceProcess.ServiceController[]","False","True","True","Connected User Experiences and Telemetry","System.ServiceProcess.ServiceController[]",".","DiagTrack","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"NT AUTHORITY\LocalService","Manages the connection and configuration of local and remote displays","True","C:\WINDOWS\system32\svchost.exe -k LocalService -p","AutomaticDelayedStart","DispBrokerDesktopSvc","System.ServiceProcess.ServiceController[]","False","False","True","Display Policy Service","System.ServiceProcess.ServiceController[]",".","DispBrokerDesktopSvc","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","A service for managing display enhancement such as brightness control.","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","DisplayEnhancementService","System.ServiceProcess.ServiceController[]","False","False","True","Display Enhancement Service","System.ServiceProcess.ServiceController[]",".","DisplayEnhancementService","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\NetworkService","The DNS Client service (dnscache) caches Domain Name System (DNS) names and registers the full computer name for this computer. If the service is stopped, DNS names will continue to be resolved. However, the results of DNS name queries will not be cached and the computer's name will not be registered. If the service is disabled, any services that explicitly depend on it will fail to start.","False","C:\WINDOWS\system32\svchost.exe -k NetworkService -p","Automatic","Dnscache","System.ServiceProcess.ServiceController[]","False","False","False","DNS Client","System.ServiceProcess.ServiceController[]",".","Dnscache","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"NT AUTHORITY\LocalService","The Diagnostic Policy Service enables problem detection, troubleshooting and resolution for Windows components.  If this service is stopped, diagnostics will no longer function.","False","C:\WINDOWS\System32\svchost.exe -k LocalServiceNoNetwork -p","Automatic","DPS","System.ServiceProcess.ServiceController[]","False","True","True","Diagnostic Policy Service","System.ServiceProcess.ServiceController[]",".","DPS","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Provides data brokering between applications.","False","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","DsSvc","System.ServiceProcess.ServiceController[]","False","False","True","Data Sharing Service","System.ServiceProcess.ServiceController[]",".","DsSvc","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"NT Authority\LocalService","Network data usage, data limit, restrict background data, metered networks.","False","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p","Automatic","DusmSvc","System.ServiceProcess.ServiceController[]","False","False","True","Data Usage","System.ServiceProcess.ServiceController[]",".","DusmSvc","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"LocalSystem","Provides the core file encryption technology used to store encrypted files on NTFS file system volumes. If this service is stopped or disabled, applications will be unable to access encrypted files.","False","C:\WINDOWS\System32\lsass.exe","Manual","EFS","System.ServiceProcess.ServiceController[]","False","False","False","Encrypting File System (EFS)","System.ServiceProcess.ServiceController[]",".","EFS","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32ShareProcess",,
"NT AUTHORITY\LocalService","This service manages events and event logs. It supports logging events, querying events, subscribing to events, archiving event logs, and managing event metadata. It can display events in both XML and plain text format. Stopping this service may compromise security and reliability of the system.","False","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p","Automatic","EventLog","System.ServiceProcess.ServiceController[]","False","True","True","Windows Event Log","System.ServiceProcess.ServiceController[]",".","EventLog","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\LocalService","Supports System Event Notification Service (SENS), which provides automatic distribution of events to subscribing Component Object Model (COM) components. If the service is stopped, SENS will close and will not be able to provide logon and logoff notifications. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\WINDOWS\system32\svchost.exe -k LocalService -p","Automatic","EventSystem","System.ServiceProcess.ServiceController[]","False","False","True","COM+ Event System","System.ServiceProcess.ServiceController[]",".","EventSystem","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\LocalService","Optimizes performance of applications by caching commonly used font data. Applications will start this service if it is not already running. It can be disabled, though doing so will degrade application performance.","False","C:\WINDOWS\system32\svchost.exe -k LocalService -p","Automatic","FontCache","System.ServiceProcess.ServiceController[]","False","True","True","Windows Font Cache Service","System.ServiceProcess.ServiceController[]",".","FontCache","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Gaming Services","False","""C:\Program Files\WindowsApps\Microsoft.GamingServices_3.63.22003.0_x64__8wekyb3d8bbwe\GamingServices.exe""","Automatic","GamingServices","System.ServiceProcess.ServiceController[]","False","True","True","Gaming Services","System.ServiceProcess.ServiceController[]",".","GamingServices","System.ServiceProcess.ServiceController[]","Automatic",,"Running","528",,
"NT AUTHORITY\LocalService","Gaming Services","False","""C:\Program Files\WindowsApps\Microsoft.GamingServices_3.63.22003.0_x64__8wekyb3d8bbwe\GamingServicesNet.exe""","Automatic","GamingServicesNet","System.ServiceProcess.ServiceController[]","False","False","True","Gaming Services","System.ServiceProcess.ServiceController[]",".","GamingServicesNet","System.ServiceProcess.ServiceController[]","Automatic",,"Running","528",,
"LocalSystem","Manages licenses secured by Sentinel LDK.","False","""C:\Program Files (x86)\Common Files\Aladdin Shared\HASP\hasplms.exe""  -run","Automatic","hasplms","System.ServiceProcess.ServiceController[]","False","False","True","Sentinel LDK License Manager","System.ServiceProcess.ServiceController[]",".","hasplms","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess",,
"LocalSystem","Activates and maintains the use of hot buttons on keyboards, remote controls, and other multimedia devices. It is recommended that you keep this service running.","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","hidserv","System.ServiceProcess.ServiceController[]","False","True","True","Human Interface Device Service","System.ServiceProcess.ServiceController[]",".","hidserv","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Provides support for Windows Virtual Networks.","False","C:\WINDOWS\system32\svchost.exe -k NetSvcs -p","Manual","HNS","System.ServiceProcess.ServiceController[]","False","False","True","Host Network Service","System.ServiceProcess.ServiceController[]",".","HNS","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Provides an interface for the Hyper-V hypervisor to provide per-partition performance counters to the host operating system.","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","HvHost","System.ServiceProcess.ServiceController[]","False","True","True","HV Host Service","System.ServiceProcess.ServiceController[]",".","HvHost","System.ServiceProcess.ServiceController[]","Manual","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","The IKEEXT service hosts the Internet Key Exchange (IKE) and Authenticated Internet Protocol (AuthIP) keying modules. These keying modules are used for authentication and key exchange in Internet Protocol security (IPsec). Stopping or disabling the IKEEXT service will disable IKE and AuthIP key exchange with peer computers. IPsec is typically configured to use IKE or AuthIP; therefore, stopping or disabling the IKEEXT service might result in an IPsec failure and might compromise the security of the system. It is strongly recommended that you have the IKEEXT service running.","False","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Automatic","IKEEXT","System.ServiceProcess.ServiceController[]","False","True","True","IKE and AuthIP IPsec Keying Modules","System.ServiceProcess.ServiceController[]",".","IKEEXT","System.ServiceProcess.ServiceController[]","Automatic","Microsoft.Win32.SafeHandles.SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess",,
